language,uni_lemma,item_definition,phons,fixed_phon
Hebrew,sibling,אח/ אחות,,"a_X, ʔ_a_X, a_X_o_t, ʔ_a_X_o_t"
Hebrew,sick,חולה,,X_o_l_e
Hebrew,sidewalk,מדרכה,,"m_i_d_Q""_a_X_a, m_i_d_Q""_a_X_a"
Hebrew,sing,לשיר,,"l_e_S_i_Q"", l_e_S_i_Q"""
Hebrew,sink,כיור,,"k_i_j_o_Q"""
Hebrew,sit,לשבת,,"l_a_S_e_v_e_t, l_a_S_e_v_e_t"
Hebrew,skirt,חצאית,,"X_a_ts_a_i_t, X_a_ts_a_ʔ_i_t"
Hebrew,sky,שמיים,,"S_a_m_a_j_i_m, S_a_m_a_j_i_m"
Hebrew,sleep,ללכת לישון,,"l_a_l_e_X_e_t_ l_i_S_o_n, l_a_l_e_X_e_t_ l_i_S_o_n"
Hebrew,slide (object),מגלשה,,"m_a_g_l_e_S_a, m_a_g_l_e_S_a"
Hebrew,slipper,נעלי בית,,"n_a_a_l_e_j_ b_a_j_i_t, n_a_ʔ_a_l_e_j_ b_a_j_i_t"
Hebrew,smart,חכם,,"X_a_X_a_m, X_a_X_a_m"
Hebrew,smile,לחייך,,"l_e_X_a_j_e_X, l_e_X_a_j_e_X"
Hebrew,snake,נחש,,"n_a_X_a_S, n_a_X_a_S"
Hebrew,sneaker,נעלי ספורט/ התעמלות,,"n_a_a_l_e_j_ s_p_o_Q""_t, n_a_ʔ_a_l_e_j_ s_p_o_Q""_t, n_a_a_l_e_j_ h_i_t_a_m_l_u_t, n_a_ʔ_a_l_e_j_ h_i_t_ʔ_a_m_l_u_t"
Hebrew,soap,סבון,,s_a_b_o_n
Hebrew,sock,גרביים,,"g_a_Q""_b_a_j_i_m"
Hebrew,soda,קולה,,"k_o_l_a, k_o_l_a"
Hebrew,soft,רך,,"Q""_a_X, Q""_a_X"
Hebrew,soup,מרק,,"m_a_Q""_a_k, m_a_Q""_a_k"
Hebrew,spaghetti,ספגטי,,"s_p_a_g_e_t_i, s_p_a_g_e_t_i"
Hebrew,spill,לשפוך,,"l_i_S_p_o_X, l_i_S_p_o_X"
Hebrew,splash,להתיז,,l_e_h_a_t_i_z
Hebrew,spoon,כף,,k_a_f
Hebrew,spoon,כפית,,k_a_p_i_t
Hebrew,spray,להתיז/ להשפריץ,,"l_e_h_a_t_i_z, l_e_h_a_S_p_a_Q""_i_t_s, l_e_h_a_S_p_a_Q""_i_t_s"
Hebrew,sprinkler,ממטרה,,"m_a_m_t_e_Q""_a"
Hebrew,squirrel,סנאי,,"s_n_a_i, s_n_a_ʔ_i"
Hebrew,stairs,מדרגות,,"m_a_d_Q""_e_g_o_t"
Hebrew,stand,לעמוד,,"l_a_a_m_o_d, l_a_ʔ_a_m_o_d"
Hebrew,star,כוכב,,"k_o_X_a_v, k_o_X_a_v"
Hebrew,star,כוכב/ כוכבים,,"k_o_X_a_v, k_o_X_a_v, k_o_X_a_v_i_m, k_o_X_a_v_i_m"
Hebrew,stay,להשאר,,"l_e_h_i_S_a_e_Q"", l_e_h_i_S_a_ʔ_e_Q"""
Hebrew,stick,מקל,,"m_a_k_e_l, m_a_k_e_l"
Hebrew,stone,אבן,,"e_v_e_n, ʔ_e_v_e_n"
Hebrew,stop,לעצור,,"l_a_a_ts_o_Q"", l_a_ʔ_a_ts_o_Q"""
Hebrew,store,חנות,,X_a_n_u_t
Hebrew,store,סופר,,"s_u_p_e_Q"""
Hebrew,story,סיפור,,"s_i_p_u_Q"""
Hebrew,strawberry,תות,,t_u_t
Hebrew,street,רחוב,,"Q""_e_X_o_v"
Hebrew,stroller,עגלה,,"a_g_a_l_a, ʔ_a_g_a_l_a"
Hebrew,strong,חזק,,"X_a_z_a_k, X_a_z_a_k"
Hebrew,sun,שמש,,"S_e_m_e_S, S_e_m_e_S"
Hebrew,sweater,סוודר,,"s_v_e_d_e_Q"""
Hebrew,sweep,לטאטא,,"l_e_t_a_t_e, l_e_t_a_ʔ_t_e_ʔ"
Hebrew,sweet,מתוק,,"m_a_t_o_k, m_a_t_o_k"
Hebrew,swim,לשחות,,"l_i_S_X_o_t, l_i_S_X_o_t"
Hebrew,swimsuit,בגד ים,,b_e_g_e_d_ j_a_m
Hebrew,swing (action),להתנדנד,,l_e_h_i_t_n_a_d_n_e_d
Hebrew,swing (object),נדנדה,,n_a_d_n_e_d_a
Hebrew,table,שולחן,,"S_u_l_X_a_n, S_u_l_X_a_n"
Hebrew,tablecloth,מפה,,m_a_p_a
Hebrew,take,לקחת,,"l_a_k_a_X_a_t, l_a_k_a_X_a_t"
Hebrew,talk,לדבר,,"l_e_d_a_b_e_Q"""
Hebrew,tape,טייפ/קלטת,,"t_e_j_p, k_a_l_e_t_e_t, k_a_l_e_t_e_t"
Hebrew,taste,לטעום,,"l_i_t_o_m, l_i_t_o_m, l_i_t_ʔ_o_m"
Hebrew,tea,תה,,t_e
Hebrew,teacher,גננת,,g_a_n_e_n_e_t
Hebrew,teacher,גננת/ מורה,,"m_o_Q""_e, g_a_n_e_n_e_t"
Hebrew,tear,לקרוע,,"l_i_k_Q""_o_a"
Hebrew,teddybear,דובי,,d_u_b_i
Hebrew,telephone,טלפון,,t_e_l_e_f_o_n
Hebrew,tell,לספר,,"l_e_s_a_p_e_Q"""
Hebrew,ten fingers,עשר אצבעות,,"e_s_e_Q""_ e_ts_b_a_o_t, ʔ_e_s_e_Q""_ ʔ_e_ts_b_a_ʔ_o_t"
Hebrew,thank you,תודה,,t_o_d_a
Hebrew,there,שם,,"S_a_m, S_a_m"
Hebrew,they,הם,,h_e_m
Hebrew,thin,רזה,,"Q""_a_z_e"
Hebrew,thirsty,צמא,,"ts_a_m_e, ts_a_m_e_ʔ"
Hebrew,this,זה,,z_e
Hebrew,those,אלה,,"e_l_e, ʔ_e_l_e"
Hebrew,throw,לזרוק,,"l_i_z_Q""_o_k, l_i_z_Q""_o_k"
Hebrew,thumb,אגודל,,"a_g_u_d_a_l, ʔ_a_g_u_d_a_l"
Hebrew,tickle,לדגדג,,l_e_d_a_g_d_e_g
Hebrew,tiger,נמר,,"n_a_m_e_Q"""
Hebrew,tights,גרביונים/ טייטס,,"g_a_Q""_b_i_j_o_n_i_m, t_a_j_i_t_s, t_a_j_i_t_s"
Hebrew,tired,עייף,,"i_j_e_f, ʔ_i_j_e_f"
Hebrew,tissue,טישיו/ ממחטה,,"t_i_S_a_v, t_i_S_a_v, m_i_m_X_a_t_a, m_i_m_X_a_t_a"
Hebrew,toast,טוסט,,"t_o_s_e_t, t_o_s_e_t"
Hebrew,today,היום,,h_a_j_o_m
Hebrew,toe,אגודל/ בוהן,,"a_g_u_d_a_l, ʔ_a_g_u_d_a_l, b_o_h_e_n"
Hebrew,tomato,עגבניה,,"a_g_v_a_n_i_j_a, ʔ_a_g_v_a_n_i_j_a"
Hebrew,tomorrow,מחר,,"m_a_X_a_Q"""
Hebrew,tongue,לשון,,"l_a_S_o_n, l_a_S_o_n"
Hebrew,tooth,שיניים,,"S_i_n_a_j_i_m, S_i_n_a_j_i_m"
Hebrew,tooth,שן/ שיניים,,"S_e_n, S_e_n, S_i_n_a_j_i_m, S_i_n_a_j_i_m"
Hebrew,toothbrush,מברשת שיניים,,"m_i_v_Q""_e_S_e_t_ S_i_n_a_j_i_m, m_i_v_Q""_e_S_e_t_ S_i_n_a_j_i_m"
Hebrew,touch,לגעת,,"l_a_g_a_a_t, l_a_g_a_ʔ_a_t"
Hebrew,towel,מגבת,,m_a_g_e_v_e_t
Hebrew,tower,מגדל,,m_i_g_d_a_l
Hebrew,toy (object),צעצוע,,"ts_a_a_ts_u_a, ts_a_ʔ_a_ts_u_a"
Hebrew,tractor,טרקטור,,"t_Q""_a_k_t_o_Q"", t_Q""_a_k_t_o_Q"""
Hebrew,train,רכבת,,"Q""_a_k_e_v_e_t"
Hebrew,trash,אשפה,,"a_S_p_a, ʔ_a_S_p_a"
Hebrew,trash,אשפה/ זבל/ פח,,"a_S_p_a, ʔ_a_S_p_a, z_e_v_e_l, p_a_X"
Hebrew,tray,מגש,,"m_a_g_a_S, m_a_g_a_S"
Hebrew,tree,עץ,,"e_t_s, ʔ_e_t_s"
Hebrew,truck,משאית,,"m_a_s_a_i_t, m_a_s_a_ʔ_i_t"
Hebrew,tummy,בטן,,"b_e_t_e_n, b_e_t_e_n"
Hebrew,tuna,טונה,,"t_u_n_a, t_u_n_a"
Hebrew,turkey,תרנגול הודו,,"t_a_Q""_n_g_o_l_ h_o_d_u"
Hebrew,turn around,להסתובב,,l_e_h_i_s_t_o_v_e_v
Hebrew,turn off,לכבות,,l_e_X_a_b_o_t
Hebrew,turtle,צב,,ts_a_v
Hebrew,tv,טלויזיה,,"t_e_l_e_v_i_z_j_a, t_e_l_e_v_i_z_j_a"
Hebrew,tweet tweet,ציף ציף,,ts_i_p_ ts_i_p
Hebrew,ugly,מכוער,,"m_e_X_o_a_Q"", m_e_X_o_ʔ_a_Q"""
Hebrew,uncle,דוד,,d_o_d
Hebrew,uncle,דוד/ דודה,,"d_o_d, d_o_d_a"
Hebrew,under,מתחת,,m_i_t_a_X_a_t
Hebrew,underpants,תחתונים,,t_a_X_t_o_n_i_m
Hebrew,up,למעלה,,l_e_m_a_l_a
Hebrew,vacuum,שואב אבק,,"S_o_e_v_ a_v_a_k, S_o_ʔ_e_v_ ʔ_a_v_a_k"
Hebrew,vest,אפודה,,"a_f_u_d_a, ʔ_a_f_u_d_a"
Hebrew,vroom,וון וון,,v_u_n_ v_u_n
Hebrew,vroom,וון וון/ הנ/ ברר,,"v_u_n_ v_u_n, h_a_n, b_Q""_Q"""
Hebrew,wait,לחכות,,l_e_X_a_k_o_t
Hebrew,wake,להעיר,,"l_e_h_a_i_Q"", l_e_h_a_ʔ_i_Q"""
Hebrew,walk,ללכת,,l_a_l_e_X_e_t
Hebrew,wanna,אני רוצה,,"a_n_i_ Q""_o_ts_e, ʔ_a_n_i_ Q""_o_ts_e"
Hebrew,was,היה,,h_a_j_a
Hebrew,wash,לרחוץ,,"l_i_Q""_X_o_t_s"
Hebrew,wash,לרחוץ/ לשטוף,,"l_i_Q""_X_o_t_s, l_i_S_t_o_f, l_i_S_t_o_f"
Hebrew,washing machine,מכונת כביסה,,m_e_X_o_n_a_t_ k_v_i_s_a
Hebrew,watch (action),להסתכל,,l_e_h_i_s_t_a_k_e_l
Hebrew,water (beverage),מים,,m_a_j_i_m
Hebrew,watermelon,אבטיח,,"a_v_a_t_i_a_X, ʔ_a_v_a_t_i_a_X"
Hebrew,wet (description),רטוב,,"Q""_a_t_o_v, Q""_a_t_o_v"
Hebrew,what,מה,,m_a
Hebrew,when (question),מתי,,m_a_t_a_i
Hebrew,where (question),איפה,,"e_f_o, ʔ_e_f_o"
Hebrew,which (question),איזה,,"e_i_z_e, e_i_z_ʔ_e"
Hebrew,who,מי,,m_i
Hebrew,why,למה,,l_a_m_a
Hebrew,wind,רוח,,"Q""_u_a_X"
Hebrew,window,חלון,,X_a_l_o_n
Hebrew,wipe,לנגב,,l_e_n_a_g_e_v
Hebrew,with,עם,,"a_m, ʔ_a_m"
Hebrew,wolf,זאב,,"z_e_v, z_ʔ_e_v"
Hebrew,woof woof,הב הב,,h_a_v_ h_a_v
Hebrew,woof woof,האו/ הב הב,,"h_a_u, h_a_ʔ_u, h_a_v_ h_a_v"
Hebrew,work (action),לעבוד,,"l_a_a_v_o_d, l_a_ʔ_a_v_o_d"
Hebrew,work (place),עבודה,,"a_v_o_d_a, ʔ_a_v_o_d_a"
Hebrew,wow,הופה,,h_o_p_a
Hebrew,write,לכתוב,,"l_i_X_t_o_v, l_i_X_t_o_v"
Hebrew,yard,גינה,,g_i_n_a
Hebrew,yard,חצר,,"X_a_ts_e_Q"""
Hebrew,yes,כן,,k_e_n
Hebrew,yesterday,אתמול,,"e_t_m_o_l, ʔ_e_t_m_o_l"
Hebrew,yogurt,לבן/ יוגורט/ מעדן,,"l_a_v_a_n, j_o_g_u_Q""_t, j_o_g_u_Q""_t, m_a_a_d_a_n, m_a_ʔ_a_d_a_n"
Hebrew,yum yum,הם/ מ מ...מ,,"h_a_m, m_m_m"
Hebrew,yummy,טעים,,"t_a_i_m, t_a_ʔ_i_m"
Hebrew,zebra,זברה,,"z_e_b_Q""_a"
Hebrew,zipper,רוכסן,,"Q""_o_X_a_n, Q""_o_X_a_n"
Hebrew,zipper,רוכסן/ ריצ'רץ,,"Q""_o_X_a_n, Q""_o_X_a_n, Q""_i_ts_Q""_e_t_s, Q""_i_çQ""_e_"
Hebrew,zoo,גן חיות,,g_a_n_ X_a_j_o_t
